연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
11,국제법,③,1,3,3,3,1,3,3,2,4,1,2,4,3,1,2,1,1,2,4,1
,,⑤,2,4,3,1,2,1,1,2,4,1,1,3,3,3,1,3,3,2,4,1
12,국제정치학,③,3,3,4,4,1,2,1,1,1,4,2,2,1,3,1,1,2,2,4,4
,,⑤,2,2,1,3,1,1,2,2,4,4,3,3,4,4,1,2,1,1,1,4
13,기계공작법,③,3,4,2,1,3,2,4,2,1,3,1,2,1,4,4,2,3,4,2,4
,,⑤,1,2,1,4,4,2,3,4,2,4,3,4,2,1,3,2,4,2,1,3
14,기계설계,③,2,4,1,2,1,1,4,3,2,1,2,3,4,3,3,2,4,2,2,3
,,⑤,2,3,4,3,3,2,4,2,2,3,2,4,1,2,1,1,4,3,2,1
연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
15,데이터베이스론,③,2,2,1,3,1,4,4,4,1,2,4,2,1,1,4,3,1,3,3,4
,,⑤,4,2,1,1,4,3,1,3,3,4,2,2,1,3,1,4,4,4,1,2
16,도시계획,③,1,4,3,2,1,1,2,1,3,2,2,2,1,1,2,3,3,4,4,2
,,⑤,2,2,1,1,2,3,3,4,4,2,1,4,3,2,1,1,2,1,3,2
17,독어,③,2,1,1,4,1,3,2,4,1,3,3,4,2,3,3,2,1,1,4,2
,,⑤,3,4,2,3,3,2,1,1,4,2,2,1,1,4,1,3,2,4,1,3
18,러시아어,③,2,4,2,3,2,3,4,3,2,4,1,3,4,4,1,2,1,2,1,1
,,⑤,1,3,4,4,1,2,1,2,1,1,2,4,2,3,2,3,4,3,2,4
19,무역학,③,3,3,4,3,3,2,1,4,3,2,1,3,1,1,2,4,2,3,1,2
,,⑤,1,3,1,1,2,4,2,3,1,2,3,3,4,3,3,2,1,4,3,2
20,물리학개론,③,3,1,3,4,3,1,4,2,1,1,3,2,3,4,2,4,1,1,3,1
,,⑤,3,2,3,4,2,4,1,1,3,1,3,1,3,4,3,1,4,2,1,1
21,반응공학,③,2,4,3,3,4,2,3,2,3,1,3,4,1,1,4,4,4,1,1,4
,,⑤,3,4,1,1,4,4,4,1,1,4,2,4,3,3,4,2,3,2,3,1
22,방재관계법규,③,4,3,4,2,2,3,2,2,3,1,2,3,3,2,3,1,4,3,1,4
,,⑤,2,3,3,2,3,1,4,3,1,4,4,3,4,2,2,3,2,2,3,1
23,불어,③,1,1,3,1,3,4,2,2,1,2,1,2,1,2,4,3,2,4,4,2
,,⑤,1,2,1,2,4,3,2,4,4,2,1,1,3,1,3,4,2,2,1,2
24,생물학개론,③,1,2,3,4,3,1,4,2,2,4,3,1,3,1,3,4,3,4,3,4
,,⑤,3,1,3,1,3,4,3,4,3,4,1,2,3,4,3,1,4,2,2,4
25,세법,③,4,1,3,2,1,2,3,2,3,1,4,4,2,3,1,4,2,4,4,4
,,⑤,4,4,2,3,1,4,2,4,4,4,4,1,3,2,1,2,3,2,3,1
26,소프트웨어공학,③,3,1,4,3,3,2,2,2,2,1,3,3,4,1,4,4,3,4,3,2
,,⑤,3,3,4,1,4,4,3,4,3,2,3,1,4,3,3,2,2,2,2,1
27,수리수문학,③,2,1,4,3,4,1,3,4,2,2,1,1,1,2,2,1,2,3,4,2
,,⑤,1,1,1,2,2,1,2,3,4,2,2,1,4,3,4,1,3,4,2,2
28,스페인어,③,3,4,3,4,1,3,2,4,2,3,4,2,1,3,2,1,2,4,4,1
,,⑤,4,2,1,3,2,1,2,4,4,1,3,4,3,4,1,3,2,4,2,3
연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
29,식용작물학,③,2,1,2,1,1,1,4,3,2,4,4,2,4,2,3,3,2,2,4,4
,,⑤,4,2,4,2,3,3,2,2,4,4,2,1,2,1,1,1,4,3,2,4
30,안전관리론,③,3,3,4,1,4,1,3,3,4,2,3,1,1,1,4,2,1,2,4,1
,,⑤,3,1,1,1,4,2,1,2,4,1,3,3,4,1,4,1,3,3,4,2
31,영어,③,4,3,2,2,3,3,3,1,3,4,1,2,4,3,2,1,1,2,3,1
,,⑤,1,2,4,3,2,1,1,2,3,1,4,3,2,2,3,3,3,1,3,4
32,응용역학,③,4,4,3,1,3,4,2,4,4,1,2,1,2,2,4,2,2,3,1,4
,,⑤,2,1,2,2,4,2,2,3,1,4,4,4,3,1,3,4,2,4,4,1
33,일어,③,3,3,4,3,2,4,3,1,1,3,4,3,4,2,4,3,1,1,1,2
,,⑤,4,3,4,2,4,3,1,1,1,2,3,3,4,3,2,4,3,1,1,3
34,자동제어,③,3,1,1,2,4,3,2,2,2,1,1,2,4,4,1,2,1,3,1,3
,,⑤,1,2,4,4,1,2,1,3,1,3,3,1,1,2,4,3,2,2,2,1
35,자료구조론,③,4,2,2,2,3,3,4,3,4,2,2,1,3,4,1,3,3,3,2,1
,,⑤,2,1,3,4,1,3,3,3,2,1,4,2,2,2,3,3,4,3,4,2
36,재난관리론,③,4,1,4,1,2,2,2,2,3,2,3,4,3,3,2,4,4,1,2,4
,,⑤,3,4,3,3,2,4,4,1,2,4,4,1,4,1,2,2,2,2,3,2
37,재배학,③,4,3,1,1,4,1,3,4,2,1,2,4,3,2,1,1,1,4,4,3
,,⑤,2,4,3,2,1,1,1,4,4,3,4,3,1,1,4,1,3,4,2,1
38,전기기기,③,1,3,2,1,2,2,1,4,2,2,3,2,3,4,2,4,1,3,4,4
,,⑤,3,2,3,4,2,4,1,3,4,4,1,3,2,1,2,2,1,4,2,2
39,전기자기학,③,2,2,1,4,4,1,4,1,1,3,3,3,3,2,4,1,2,1,1,2
,,⑤,3,3,3,2,4,1,2,1,1,2,2,2,1,4,4,1,4,1,1,3
40,전달현상,③,4,1,2,3,2,2,1,1,2,3,2,4,2,3,3,3,3,4,2,1
,,⑤,2,4,2,3,3,3,3,4,2,1,4,1,2,3,2,2,1,1,2,3
41,전자회로,③,4,3,1,3,1,4,3,4,4,4,2,1,2,1,2,4,4,1,1,2
,,⑤,2,1,2,1,2,4,4,1,1,2,4,3,1,3,1,4,3,4,4,4
42,정보보호론,③,4,3,2,4,4,1,2,3,1,3,4,2,4,4,2,3,3,1,2,4
,,⑤,4,2,4,4,2,3,3,1,2,4,4,3,2,4,4,1,2,3,1,3
연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
43,중국어,③,1,2,1,3,1,4,2,1,1,3,2,3,4,4,3,1,3,1,2,4
,,⑤,2,3,4,4,3,1,3,1,2,4,1,2,1,3,1,4,2,1,1,3
44,토양학,③,3,3,1,4,2,4,3,4,1,2,4,2,1,4,3,3,1,3,1,2
,,⑤,4,2,1,4,3,3,1,3,1,2,3,3,1,4,2,4,3,4,1,2
45,토질역학,③,2,4,3,1,1,4,2,3,2,3,3,2,2,4,1,3,4,3,3,2
,,⑤,3,2,2,4,1,3,4,3,3,2,2,4,3,1,1,4,2,3,2,3
46,통계학,③,3,1,4,3,2,1,3,4,4,1,1,4,1,2,1,1,4,2,4,4
,,⑤,1,4,1,2,1,1,4,2,4,4,3,1,4,3,2,1,3,4,4,1
47,통신이론,③,1,3,2,3,3,3,2,4,4,3,2,4,2,4,1,2,2,4,1,1
,,⑤,2,4,2,4,1,2,2,4,1,1,1,3,2,3,3,3,2,4,4,3
48,한국사,③,4,3,1,2,4,2,4,2,1,3,4,3,2,1,3,1,4,1,1,3
,,⑤,4,3,2,1,3,1,4,1,1,3,4,3,1,2,4,2,4,2,1,3
49,행정법,③,4,3,4,2,2,4,2,4,4,2,3,2,2,3,1,1,3,2,1,4
,,⑤,3,2,2,3,1,1,3,2,1,4,4,3,4,2,2,4,2,4,4,2
50,행정학,③,1,2,1,2,4,2,1,2,4,3,1,4,1,3,4,1,1,3,2,3
,,⑤,1,4,1,3,4,1,1,3,2,3,1,2,1,2,4,2,1,2,4,3
51,헌법,③,3,4,3,2,1,4,4,3,4,4,2,1,1,2,4,4,3,2,2,2
,,⑤,2,1,1,2,4,4,3,2,2,2,3,4,3,2,1,4,4,3,4,4
52,형사소송법,③,2,4,3,1,3,3,2,2,4,4,2,1,4,1,1,2,2,3,2,1
,,⑤,2,1,4,1,1,2,2,3,2,1,2,4,3,1,3,3,2,2,4,4
53,화공열역학,③,4,1,2,3,3,3,1,3,2,2,4,4,3,1,3,3,2,1,4,1
,,⑤,4,4,3,1,3,3,2,1,4,1,4,1,2,3,3,3,1,3,2,2
54,화학개론,③,1,3,2,3,2,2,1,2,1,1,3,4,1,3,4,2,3,4,4,3
,,⑤,3,4,1,3,4,2,3,4,4,3,1,3,2,3,2,2,1,2,1,1
55,회계학,③,2,2,2,3,3,3,2,4,1,4,3,2,4,1,2,2,1,3,4,1
,,⑤,3,2,4,1,2,2,1,3,4,1,2,2,2,3,3,3,2,4,1,4
56,회로이론,③,4,1,1,3,2,4,1,2,2,4,4,2,2,3,1,1,4,2,2,3
,,⑤,4,2,2,3,1,1,4,2,2,3,4,1,1,3,2,4,1,2,2,4
