연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
33,인사·조직론,가,2,4,1,3,2,3,4,3,2,1,3,4,4,1,2,4,2,1,3,2
,,다,2,1,1,3,3,3,4,2,2,1,3,1,4,1,3,4,2,4,3,2
34,일어,가,1,4,2,1,1,1,4,2,2,4,3,3,2,4,3,2,2,1,3,3
,,다,1,1,2,1,4,1,4,3,2,4,3,2,2,4,2,2,2,4,3,3
35,임업경영학,가,4,2,3,1,3,2,3,3,3,4,1,2,4,3,4,4,3,4,1,4
,,다,4,3,3,1,2,2,3,2,3,4,1,3,4,3,1,4,3,1,1,4
36,자동제어,가,4,3,1,2,4,4,2,4,3,3,4,2,1,2,1,3,1,1,4,2
,,다,4,2,1,2,1,4,2,1,3,3,4,3,1,2,4,3,1,4,4,2
37,자료구조론,가,4,1,4,3,3,1,2,1,2,2,1,2,4,3,2,2,1,2,4,4
,,다,4,4,4,3,2,1,2,4,2,2,1,3,4,3,3,2,1,3,4,4
38,재난관리론,가,3,3,2,4,2,4,4,2,4,1,1,3,1,4,3,4,1,2,2,4
,,다,3,2,2,4,3,4,4,3,4,1,1,2,1,4,2,4,1,3,2,4
39,재배학,가,4,3,1,3,4,1,4,1,2,2,1,4,3,2,2,4,3,1,4,2
,,다,4,2,1,3,1,1,4,4,2,2,1,1,3,2,3,4,3,4,4,2
40,전기기기,가,3,1,1,4,2,1,4,4,3,4,1,1,2,2,2,3,2,3,4,3
,,다,3,4,1,4,3,1,4,1,3,4,1,4,2,2,3,3,2,2,4,3
41,전기자기학,가,3,2,3,1,3,2,4,1,3,4,2,4,1,3,1,2,2,4,1,4
,,다,3,3,3,1,2,2,4,4,3,4,2,1,1,3,4,2,2,1,1,4
42,전달현상,가,3,3,4,3,2,1,2,1,1,3,1,2,1,4,1,2,4,4,3,3
,,다,3,2,4,3,3,1,2,4,1,3,1,3,1,4,4,2,4,1,3,3
연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
43,전자회로,가,2,3,4,1,4,3,2,4,1,1,2,1,4,3,3,4,2,1,1,3
,,다,2,2,4,1,1,3,2,1,1,1,2,4,4,3,2,4,2,4,1,3
44,정보보호론,가,4,2,3,2,1,4,3,3,3,4,3,1,2,2,4,4,2,4,1,4
,,다,4,3,3,2,4,4,3,2,3,4,3,4,2,2,1,4,2,1,1,4
45,조경학,가,2,2,4,4,1,2,4,1,1,4,1,3,2,1,3,2,3,4,3,3
,,다,2,3,4,4,4,2,4,4,1,4,1,2,2,1,2,2,3,1,3,3
46,조림학,가,2,2,2,4,1,3,3,4,1,4,1,4,4,2,2,1,2,3,4,4
,,다,2,3,2,4,4,3,3,1,1,4,1,1,4,2,3,1,2,2,4,4
47,중국어,가,4,4,2,1,2,4,2,3,2,3,3,4,1,4,1,2,4,2,2,3
,,다,4,1,2,1,3,4,2,2,2,3,3,1,1,4,4,2,4,3,2,3
48,토양학,가,3,2,2,3,3,2,4,1,1,2,4,1,4,1,2,4,2,2,3,1
,,다,3,3,2,3,2,2,4,4,1,2,4,4,4,1,3,4,2,3,3,1
49,토질역학,가,4,2,3,2,3,1,1,3,1,1,1,3,4,2,4,3,3,2,2,4
,,다,4,3,3,2,2,1,1,2,1,1,1,2,4,2,1,3,3,3,2,4
50,통계학,가,3,1,4,2,2,1,2,4,4,3,2,4,2,1,3,1,3,3,4,3
,,다,3,4,4,2,3,1,2,1,4,3,2,1,2,1,2,1,3,2,4,3
51,통신이론,가,3,4,3,3,1,1,4,3,1,4,2,4,2,2,2,3,3,4,2,4
,,다,3,1,3,3,4,1,4,2,1,4,2,1,2,2,3,3,3,1,2,4
52,한국사,가,2,3,3,4,3,1,4,3,2,1,1,2,3,2,1,4,4,2,1,1
,,다,2,2,3,4,2,1,4,2,2,1,1,3,3,2,4,4,4,3,1,1
53,행정법,가,4,3,1,2,4,3,2,3,2,3,1,4,1,4,2,2,4,1,3,3
,,다,4,2,1,2,1,3,2,2,2,3,1,1,1,4,3,2,4,4,3,3
54,행정학,가,3,1,2,3,1,2,4,2,4,1,1,4,2,1,4,3,2,2,1,3
,,다,3,4,2,3,4,2,4,3,4,1,1,1,2,1,1,3,2,3,1,3
55,헌법,가,2,4,2,1,3,4,2,4,2,1,3,1,3,2,2,4,4,3,4,4
,,다,2,1,2,1,2,4,2,1,2,1,3,4,3,2,3,4,4,2,4,4
56,형법,가,2,3,3,1,3,2,1,2,1,4,1,2,4,4,3,4,3,4,3,2
,,다,2,2,3,1,2,2,1,3,1,4,1,3,4,4,2,4,3,1,3,2
연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
57,형사소송법,가,1,2,4,3,1,1,4,3,2,3,4,2,1,3,2,1,2,2,2,4
,,다,1,3,4,3,4,1,4,2,2,3,4,3,1,3,3,1,2,3,2,4
58,화공열역학,가,3,2,1,4,1,3,4,3,3,4,4,4,2,1,3,4,2,1,3,1
,,다,3,3,1,4,4,3,4,2,3,4,4,1,2,1,2,4,2,4,3,1
59,화학개론,가,4,2,3,1,4,4,3,2,1,2,1,2,3,4,3,2,4,1,2,3
,,다,4,3,3,1,1,4,3,3,1,2,1,3,3,4,2,2,4,4,2,3
60,회계학,가,3,3,1,1,1,2,3,3,4,1,3,1,2,4,4,3,2,4,4,2
,,다,3,2,1,1,4,2,3,2,4,1,3,4,2,4,1,3,2,1,4,2
61,회로이론,가,2,4,1,1,2,3,2,3,3,2,2,2,1,4,4,4,3,1,4,4
,,다,2,1,1,1,3,3,2,2,3,2,2,3,1,4,1,4,3,4,4,4
