연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
21,안전관리론,②,1,1,3,4,2,4,3,1,4,1,4,2,3,2,4,3,3,1,3,2
,,④,4,2,3,2,4,3,3,1,3,2,1,1,3,4,2,4,3,1,4,1
22,영어,②,4,1,1,1,4,1,4,2,4,2,2,3,3,4,3,4,3,4,1,3
,,④,2,3,3,4,3,4,3,4,1,3,4,1,1,1,4,1,4,2,4,2
23,응용역학개론,②,1,3,2,2,1,4,4,3,2,3,2,4,3,1,2,3,4,3,1,2
,,④,2,4,3,1,2,3,4,3,1,2,1,3,2,2,1,4,4,3,2,3
24,임업경영,②,3,2,1,2,1,2,1,3,1,1,2,2,4,4,4,3,4,3,4,3
,,④,2,2,4,4,4,3,4,3,4,3,3,2,1,2,1,2,1,3,1,1
25,재난관리론,②,1,3,3,2,2,3,4,2,2,2,4,4,2,1,1,1,3,3,2,1
,,④,4,4,2,1,1,1,3,3,2,1,1,3,3,2,2,3,4,2,2,2
26,재배학개론,②,4,3,2,2,3,1,1,3,2,4,2,1,2,1,4,1,3,3,4,4
,,④,2,1,2,1,4,1,3,3,4,4,4,3,2,2,3,1,1,3,2,4
27,전기기기,②,3,1,3,3,3,4,4,4,3,4,4,1,1,2,4,2,3,2,1,2
,,④,4,1,1,2,4,2,3,2,1,2,3,1,3,3,3,4,4,4,3,4
28,전기이론,②,1,2,3,4,4,4,1,4,2,1,3,1,2,3,4,3,3,2,4,2
,,④,3,1,2,3,4,3,3,2,4,2,1,2,3,4,4,4,1,4,2,1
29,전자공학개론,②,4,2,3,4,3,1,2,3,1,3,4,3,2,2,3,2,4,1,1,3
,,④,4,3,2,2,3,2,4,1,1,3,4,2,3,4,3,1,2,3,1,3
30,정보보호론,②,1,2,2,4,1,3,4,1,1,4,1,2,2,3,2,3,4,3,1,4
,,④,1,2,2,3,2,3,4,3,1,4,1,2,2,4,1,3,4,1,1,4
31,정보시스템보안,②,2,3,4,1,3,4,1,1,2,2,1,4,3,3,4,3,2,4,2,2
,,④,1,4,3,3,4,3,2,4,2,2,2,3,4,1,3,4,1,1,2,2
32,조림,②,1,1,3,3,2,4,2,2,4,2,4,2,3,3,3,4,3,3,2,1
,,④,4,2,3,3,3,4,3,3,2,1,1,1,3,3,2,4,2,2,4,2
33,컴퓨터일반,②,1,3,1,2,4,3,1,2,2,4,1,3,4,3,4,4,2,4,3,2
,,④,1,3,4,3,4,4,2,4,3,2,1,3,1,2,4,3,1,2,2,4
34,토목설계,②,3,4,2,1,3,2,3,1,2,3,4,3,4,1,3,1,2,4,1,4
,,④,4,3,4,1,3,1,2,4,1,4,3,4,2,1,3,2,3,1,2,3
35,통계학개론,②,3,1,4,1,2,3,2,3,4,1,3,2,2,2,4,4,4,1,1,4
,,④,3,2,2,2,4,4,4,1,1,4,3,1,4,1,2,3,2,3,4,1
36,한국사,②,3,1,1,1,4,1,2,4,4,2,3,4,3,3,2,3,4,4,1,2
,,④,3,4,3,3,2,3,4,4,1,2,3,1,1,1,4,1,2,4,4,2
37,행정법총론,②,3,2,3,3,1,4,1,1,3,1,4,1,3,3,2,4,2,2,2,4
,,④,4,1,3,3,2,4,2,2,2,4,3,2,3,3,1,4,1,1,3,1
38,행정학개론,②,1,4,3,1,3,2,3,3,2,4,1,2,4,4,3,4,1,4,2,2
,,④,1,2,4,4,3,4,1,4,2,2,1,4,3,1,3,2,3,3,2,4
39,형법,②,3,1,2,1,3,4,1,2,3,2,3,1,2,1,4,4,2,2,4,2
,,④,3,1,2,1,4,4,2,2,4,2,3,1,2,1,3,4,1,2,3,2
40,형법총론,②,4,1,1,3,3,2,2,2,2,3,2,3,1,1,1,4,4,3,4,3
,,④,2,3,1,1,1,4,4,3,4,3,4,1,1,3,3,2,2,2,2,3
41,형사소송법,②,3,3,1,2,4,1,4,2,1,1,4,3,1,4,3,3,1,4,4,2
,,④,4,3,1,4,3,3,1,4,4,2,3,3,1,2,4,1,4,2,1,1
42,형사소송법개론,②,2,3,4,1,2,4,2,1,3,1,4,4,2,3,4,1,4,3,2,4
,,④,4,4,2,3,4,1,4,3,2,4,2,3,4,1,2,4,2,1,3,1
43,화학공학일반,②,2,3,1,1,3,3,1,3,1,4,1,4,2,2,2,1,3,1,2,4
,,④,1,4,2,2,2,1,3,1,2,4,2,3,1,1,3,3,1,3,1,4
44,회계원리,②,4,2,4,3,4,2,1,3,1,1,2,2,3,3,1,3,2,4,2,1
,,④,2,2,3,3,1,3,2,4,2,1,4,2,4,3,4,2,1,3,1,1
45,회계학,②,4,2,4,3,4,2,1,3,1,1,2,4,2,3,1,4,3,3,3,2
,,④,2,4,2,3,1,4,3,3,3,2,4,2,4,3,4,2,1,3,1,1
