연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
,,마,4,4,1,4,1,3,2,2,4,4,3,4,1,4,3,2,2,3,2,2
40,재배학,나,2,3,4,4,2,4,4,3,3,4,1,2,4,1,3,1,3,2,1,1
,,마,3,3,4,1,2,4,1,3,3,4,4,2,4,4,3,1,2,2,1,1
41,전기기기,나,2,1,2,1,2,3,3,4,4,1,2,2,1,3,2,3,1,2,4,4
,,마,3,1,2,4,2,3,2,4,4,1,3,2,1,2,2,3,4,2,4,4
42,전기자기학,나,4,2,4,1,3,2,4,2,2,1,3,3,1,4,2,4,2,1,3,1
,,마,1,2,4,4,3,2,1,2,2,1,2,3,1,1,2,4,3,1,3,1
연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
43,전달현상,나,1,3,2,4,1,1,3,2,3,1,2,4,2,3,2,3,2,4,4,3
,,마,4,3,2,1,1,1,2,2,3,1,3,4,2,2,2,3,3,4,4,3
44,전자회로,나,2,1,3,2,4,1,4,1,2,3,3,3,2,4,1,2,1,1,3,4
,,마,3,1,3,3,4,1,1,1,2,3,2,3,2,1,1,2,4,1,3,4
45,정보보호론,나,4,3,1,2,4,4,3,3,4,3,2,2,2,4,1,4,1,4,2,3
,,마,1,3,1,3,4,4,2,3,4,3,3,2,2,1,1,4,4,4,2,3
46,조경학,나,2,3,1,1,2,1,2,3,1,4,4,2,3,3,1,4,4,3,4,2
,,마,3,3,1,4,2,1,3,3,1,4,1,2,3,2,1,4,1,3,4,2
47,조림학,나,3,1,1,1,3,3,3,2,2,4,2,1,2,4,3,3,2,1,1,4
,,마,2,1,1,4,3,3,2,2,2,4,3,1,2,1,3,3,3,1,1,4
48,중국어,나,3,2,1,3,4,3,4,2,3,4,3,2,1,1,4,3,2,1,1,1
,,마,2,2,1,2,4,3,1,2,3,4,2,2,1,4,4,3,3,1,1,1
49,토양학,나,4,1,3,1,2,3,2,1,2,4,3,4,2,2,1,2,3,4,4,1
,,마,1,1,3,4,2,3,3,1,2,4,2,4,2,3,1,2,2,4,4,1
50,토질역학,나,3,2,3,2,3,1,4,3,1,1,1,4,2,4,1,4,3,3,2,3
,,마,2,2,3,3,3,1,1,3,1,1,4,4,2,1,1,4,2,3,2,3
51,통계학,나,3,4,1,3,2,1,4,3,3,1,1,3,2,4,2,4,4,4,3,4
,,마,2,4,1,2,2,1,1,3,3,1,4,3,2,1,2,4,1,4,3,4
52,통신이론,나,3,1,3,2,3,1,4,2,2,4,1,1,4,2,1,4,3,3,2,4
,,마,2,1,3,3,3,1,1,2,2,4,4,1,4,3,1,4,2,3,2,4
53,한국사,나,4,2,1,3,3,3,4,4,4,1,3,3,1,2,2,2,1,1,4,1
,,마,1,2,1,2,3,3,1,4,4,1,2,3,1,3,2,2,4,1,4,1
54,행정법,나,3,2,3,3,1,3,2,3,3,2,1,4,3,4,1,2,2,4,1,2
,,마,2,2,3,2,1,3,3,3,3,2,4,4,3,1,1,2,3,4,1,2
55,행정학,나,2,2,4,3,4,2,4,1,2,4,1,4,3,2,4,3,2,3,4,1
,,마,3,2,4,2,4,2,1,1,2,4,4,4,3,3,4,3,3,3,4,1
56,헌법,나,3,4,2,1,4,4,4,2,2,2,1,1,3,2,1,4,3,1,3,4
,,마,2,4,2,4,4,4,1,2,2,2,4,1,3,3,1,4,2,1,3,4
연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
57,형법,나,1,1,1,3,2,4,3,3,2,4,4,3,2,4,3,2,4,1,1,4
,,마,4,1,1,2,2,4,2,3,2,4,1,3,2,1,3,2,1,1,1,4
58,형사소송법,나,3,3,4,4,3,1,3,2,2,4,2,1,1,2,2,3,2,4,4,3
,,마,2,3,4,1,3,1,2,2,2,4,3,1,1,3,2,3,3,4,4,3
59,형사정책,나,2,3,1,3,2,1,1,2,4,1,3,3,4,1,4,3,2,2,4,2
,,마,3,3,1,2,2,1,4,2,4,1,2,3,4,4,4,3,3,2,4,2
60,화공열역학,나,1,4,4,2,4,3,2,1,3,2,3,4,1,4,1,4,4,2,3,2
,,마,4,4,4,3,4,3,3,1,3,2,2,4,1,1,1,4,1,2,3,2
61,화학개론,나,2,2,1,3,4,4,4,3,3,2,4,3,1,1,4,3,3,1,2,4
,,마,3,2,1,2,4,4,1,3,3,2,1,3,1,4,4,3,2,1,2,4
62,회계학,나,4,2,3,1,4,4,2,4,4,4,3,1,3,1,3,1,2,2,2,1
,,마,1,2,3,4,4,4,3,4,4,4,2,1,3,4,3,1,3,2,2,1
63,회로이론,나,3,1,4,4,2,2,1,2,2,1,4,3,1,4,3,3,1,1,3,2
,,마,2,1,4,1,2,2,4,2,2,1,1,3,1,1,3,3,4,1,3,2
